movie_id,movie_name,open_date,genre,rating,director,production_company,distributor_meta,distributor_boxoffice,distributor_final,rep_nation,nation,total_sales_amount,total_audience_count,screen_count_peak,show_count_total,sales_share_peak,boxoffice_year_count,boxoffice_years,match_status,match_strategy
20159641,위대한 소원,20160421,코미디|드라마,15세이상관람가,남대중,주식회사 브레인샤워,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),한국,한국,2440004213,308398,524,22769,0.003,1,2016,matched,exact
20150564,혼숨,20161026,공포(호러),15세이상관람가,이두환,(주)무비스퀘어,(주)프레인글로벌,(주)프레인글로벌,(주)프레인글로벌,한국,한국,2258422445,288016,498,14510,0.002,1,2016,matched,exact
20162704,극장판 안녕 자두야,20160504,애니메이션,전체관람가,손석우,아툰즈|(주)씨제이이엔엠,(주)씨제이이엔엠,(주)씨제이이엔엠,(주)씨제이이엔엠,한국,한국,2139119500,280656,523,7788,0.002,3,2016|2017|2019,matched,exact
20140704,비밀은 없다,20160623,스릴러,청소년관람불가,이경미,(주)영화사거미|필름트레인,(주)씨제이이엔엠,(주)씨제이이엔엠,(주)씨제이이엔엠,한국,한국,2030523239,250975,502,14761,0.002,5,2016|2017|2018|2020|2024,matched,exact
20151021,순정,20160224,드라마,12세이상관람가,이은희,(주)주피터필름,(주)리틀빅픽쳐스,(주)리틀빅픽쳐스,(주)리틀빅픽쳐스,한국,한국,1739966633,240704,467,10557,0.002,4,2016|2017|2018|2020,matched,exact
20145502,남과 여,20160225,멜로/로맨스,청소년관람불가,이윤기,(주)영화사봄,(주)쇼박스,(주)쇼박스,(주)쇼박스,한국,한국,1651122533,203775,449,9790,0.002,1,2016,matched,exact
,대호,20151216,,,,,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),한국,한국,1385096300,178574,409,5222,0.002,1,2016,unmatched,none
20150902,대배우,20160330,코미디,12세이상관람가,석민우,주식회사 영화사다,(주)대명문화공장|(주)리틀빅픽쳐스,"(주)대명문화공장,(주)리틀빅픽쳐스",(주)대명문화공장|(주)리틀빅픽쳐스,한국,한국,1246200228,169984,474,16517,0.001,1,2016,matched,exact
20166541,달빛궁궐,20160907,애니메이션|판타지|어드벤처,전체관람가,김현주,스튜디오홀호리(주)|(주)콘텐츠판다,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),한국,한국,1148884700,153273,425,6086,0.001,3,2016|2017|2018,matched,exact
20150566,극장판 꼬마버스 타요의 에이스 구출작전,20160121,애니메이션,전체관람가,류정우,(주)아이코닉스|(주)스튜디오게일,(주)아이코닉스,(주)아이코닉스,(주)아이코닉스,한국,한국,906299900,135478,200,5397,0.001,2,2016|2017,matched,exact
20159657,최강전사 미니특공대: 영웅의 탄생,20160204,애니메이션,전체관람가,이영준,(주)에스에이엠지엔터테인먼트,(주)에스에이엠지엔터테인먼트,(주)에스에이엠지엔터테인먼트,(주)에스에이엠지엔터테인먼트,한국,한국,879289200,117446,349,4914,0.001,3,2016|2017|2018,matched,exact
