"영화코드","영화명","개봉일","장르","관람등급","감독","제작사","배급사","국적"
"20216884","동창회에 가는 목적 무삭제","20211127","멜로/로맨스|드라마","청소년관람불가","조태호","(주)영화사가을","(주)영화사가을","한국"
"20212047","나라의 섹시한 유혹","20211126","드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20211422","젖 큰 그녀들의 경쟁섹스","20211125","멜로/로맨스","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20217167","동백","20211021","드라마|가족|전쟁","12세이상관람가","신준영","(주)해오름이앤티","시네마 뉴원","한국"
"20211821","옆방엄마","20211125","드라마","청소년관람불가","한동호","(주)코빈커뮤니케이션즈","(주)코빈커뮤니케이션즈","한국"
"20218653","귀문","20210825","미스터리|스릴러|공포(호러)","15세이상관람가","심덕근","(주)고스트픽처스|(주)주피터필름","씨제이 씨지브이(CJ CGV)(주)|(주)씨네필운","한국"
"20219869","중독: 윗집 아가씨","20211122","성인물(에로)","청소년관람불가","리윤","(주)담화","(주)담화","한국"
"20216561","조개의 맛 무삭제","20211121","멜로/로맨스|드라마","청소년관람불가","조태호","(주)영화사가을","(주)영화사가을","한국"
"20211520","수상한마사지샵-무삭제","20211120","멜로/로맨스","청소년관람불가","천성준","에이원 미디어","에이원 미디어","한국"
"20211103","맛 : 엄마친구","20211120","멜로/로맨스|드라마","청소년관람불가","신승엽","(주)영화사가을","(주)영화사가을","한국"
"20211186","구멍관계","20211119","성인물(에로)|멜로/로맨스","청소년관람불가","리차드 킴","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20210944","AS센터 대신맨","20211117","멜로/로맨스","청소년관람불가","Mr.나|남욱재","(주)아이피큐","(주)아이피큐","한국"
"20211424","유부녀와 대물남","20211123","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20211426","세 여자의 유혹","20211123","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20210328","윤율의 VIP 미용실","20211116","멜로/로맨스","청소년관람불가","남욱재","(주)아이피큐","(주)아이피큐","한국"
"20218229","혼숙생활 무삭제","20211115","멜로/로맨스","청소년관람불가","윤경식","(주)가온콘텐츠","(주)가온콘텐츠","한국"
"20204405","엄마의 연애 2 무삭제","20211115","멜로/로맨스","청소년관람불가","한대위","(주)영화사가을","(주)영화사가을","한국"
"20218239","새것 누구나 처음은 있었다 무삭제","20211115","멜로/로맨스","청소년관람불가","윤경식","(주)가온콘텐츠","(주)가온콘텐츠","한국"
"20218225","사내 섹스 보고서 무삭제","20211115","멜로/로맨스","청소년관람불가","윤경식","(주)가온콘텐츠","(주)가온콘텐츠","한국"
"20218236","맞고사는 남편 무삭제","20211115","멜로/로맨스","청소년관람불가","윤경식","(주)가온콘텐츠","(주)가온콘텐츠","한국"
"20218230","마지막 처녀 무삭제","20211115","멜로/로맨스","청소년관람불가","윤경식","(주)가온콘텐츠","(주)가온콘텐츠","한국"
"20218226","다른 맛 : 너무 다른 쌍둥이 형제 무삭제","20211115","멜로/로맨스","청소년관람불가","윤경식","(주)가온콘텐츠","(주)가온콘텐츠","한국"
"20218227","교회 여동생 무삭제","20211115","멜로/로맨스","청소년관람불가","윤경식","(주)가온콘텐츠","(주)가온콘텐츠","한국"
"20215542","형수님의 하얀 속살 무삭제","20211114","멜로/로맨스|드라마","청소년관람불가","김환","(주)영화사가을","(주)영화사가을","한국"
"20218736","타짜: 백마의 올인","20211112","성인물(에로)","청소년관람불가","김동현","(주)담화","(주)담화","한국"
"20201876","1984 최동원","20211111","다큐멘터리","전체관람가","조은성","(주)영화사진|엠앤씨에프","(주)트리플픽쳐스","한국"
"20196006","그림자꽃","20211027","다큐멘터리","12세이상관람가","이승준","블루버드픽처스","(주)엣나인필름","한국"
"20218389","완벽한 섹파","20211112","멜로/로맨스","청소년관람불가","김레이","P&미디어","P&미디어","한국"
"20219868","섹스라이팅","20211112","성인물(에로)","청소년관람불가","성이성","(주)담화","(주)담화","한국"
"20215806","자매 돌려먹기 - 무삭제판","20211111","멜로/로맨스","청소년관람불가","김종석","컨텐츠레드","(주)컨텐츠 빌리지","한국"
"20203134","승진섹스 - 무삭제판","20211111","멜로/로맨스","청소년관람불가","김종석","모히또필름","(주)컨텐츠 빌리지","한국"
"20219106","그녀의 사정","20211111","성인물(에로)","청소년관람불가","성운아","(주)더비에스엔터테인먼트","(주)더비에스엔터테인먼트","한국"
"20216774","밀애 : 예쁜 며느리 무삭제","20211108","멜로/로맨스|드라마","청소년관람불가","최찬호","(주)영화사가을","(주)영화사가을","한국"
"20205866","매력적인 장모님 무삭제","20211105","멜로/로맨스","청소년관람불가","최찬호","(주)영화사가을","(주)영화사가을","한국"
"20210595","떡 편한 세상","20211105","성인물(에로)","청소년관람불가","리윤","(주)담화","(주)담화","한국"
"20210168","F20","20211006","스릴러","15세이상관람가","홍은미","KBS|몬스터유니온","와이드 릴리즈(주)","한국"
"20211195","숏버스 섬뜩행","20211028","드라마|공포(호러)","15세이상관람가","임의준|김상규|전민혁|강다연","(주)퍼니콘","언더식스티|(주)퍼니콘","한국"
"20211476","당신은 학생인가","20211119","다큐멘터리","전체관람가","백진우","주식회사 씨엠닉스","주식회사 씨엠닉스","한국"
"20183422","그녀의 가족은 잘못이 없어","20211014","","15세이상관람가","김헌","이상우필름","이상우필름","한국"
"20209270","사상","20211021","다큐멘터리","12세이상관람가","박배일","오지필름","(주)시네마달","한국"
"20203824","노회찬6411","20211014","다큐멘터리","12세이상관람가","민환기","(주)명필름|시네마6411|평등하고 공정한나라 노회찬재단","(주)리틀빅픽쳐스|시네마6411","한국"
"20207584","울림의 탄생","20211021","다큐멘터리","전체관람가","이정준","스튜디오 홍시","영화배급협동조합 씨네소파","한국"
"20211364","욕정의 요조숙녀","20211116","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20211363","거유녀와 나쁜놈들","20211116","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20210369","숏버스 기묘행","20210930","미스터리|드라마","15세이상관람가","오현도|전윤수|이용섭|김지산|유정수|현명우","(주)퍼니콘","언더식스티|(주)퍼니콘","한국"
"20219446","숏버스 감성행","20210819","멜로/로맨스","12세이상관람가","박경진|안다훈|강인석","(주)퍼니콘","언더식스티|(주)퍼니콘","한국"
"20218909","숏버스 이별행","20210722","코미디|멜로/로맨스","15세이상관람가","원은선|김홍기|김세희|유현","(주)퍼니콘","언더식스티|(주)퍼니콘","한국"
"20210578","색다른 그녀","20211014","멜로/로맨스|코미디","청소년관람불가","김진영","(주)박스미디어","(주)이놀미디어","한국"
"20211026","보는 것을 사랑한다","20211028","다큐멘터리","전체관람가","윤기형","고양이구름 필름","(주)드림팩트엔터테인먼트","한국"
"20211347","젖스타그램","20211111","멜로/로맨스","청소년관람불가","김모리","영화사 레드카펫","주식회사 루믹스미디어","한국"
"20211519","섹시한지현의뽀얀속살","20211112","멜로/로맨스","청소년관람불가","이희성","스마일컨텐츠","스마일컨텐츠","한국"
"20211311","미호의 오피스 라이프","20211112","멜로/로맨스|드라마","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20211501","69번가육덕진가정교사-무삭제","20211110","성인물(에로)","청소년관람불가","이희성","스마일컨텐츠","스마일컨텐츠","한국"
"20211381","유부녀의 성욕","20211109","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20211320","색녀, 내 동생의 여자","20211109","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20218579","수필러브","20210901","기타","12세이상관람가","홍두표","홍이필름","주식회사 씨엠닉스","한국"
"20210388","당신얼굴 앞에서","20211021","드라마","15세이상관람가","홍상수","(주)영화제작전원사 ","(주)영화제작전원사 |(주)콘텐츠판다","한국"
"20209948","바람아 안개를 걷어가다오","20211028","드라마","12세이상관람가","신동민","(주)모쿠슈라","(주)모쿠슈라","한국"
"20190969","최선의 삶","20210901","드라마","15세이상관람가","이우정","(주)마일스톤컴퍼니|(주)모토","(주)엣나인필름","한국"
"20203442","연애 : 섹스의 기술 무삭제","20211029","멜로/로맨스","청소년관람불가","한대위","(주)영화사가을","(주)영화사가을","한국"
"20210577","양방언과 국립국악관현악단-인투 더 라이트","20211026","공연","전체관람가","양방언","문화체육관광부 국립극장|국립국악관현악단","(주)케빈앤컴퍼니","한국"
"20210797","스타킹 : 그녀의 음모","20211025","멜로/로맨스","청소년관람불가","윤수현","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20219317","섹스를 달리는 비행소녀 무삭제판","20211025","멜로/로맨스","청소년관람불가","핑크라이더","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20211029","내 여친은 에로배우","20211025","코미디|멜로/로맨스","청소년관람불가","이상수","영드래곤 미디어","영드래곤 미디어","한국"
"20209863","정사 : 딸의 남자친구 무삭제","20211022","성인물(에로)","청소년관람불가","최찬호","(주)영화사가을","(주)영화사가을","한국"
"20210453","쉿!누나의 비밀 무삭제","20211022","성인물(에로)|멜로/로맨스|드라마","청소년관람불가","패콘","주식회사 패콘","(주)룬컴퍼니","한국"
"20211030","깨복쟁이","20211021","드라마","청소년관람불가","김훈희","시네마H2","마루아트센터(주)","한국"
"20210204","보안노출","20211020","성인물(에로)|범죄","청소년관람불가","리차드 킴","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20210947","윤율아씨의 쓰리쿠션","20211019","드라마|멜로/로맨스","청소년관람불가","김태훈","(주)아이피큐","(주)티에스앤컴퍼니","한국"
"20210606","에로스 커플의 섹스고백","20211019","드라마","청소년관람불가","이로운","비스킷미디어","(주)레드언더미디어","한국"
"20218835","스토퀸 무삭제판","20211018","멜로/로맨스","청소년관람불가","에로핑","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20219326","섹스를 달리는 비행소녀","20211018","멜로/로맨스","청소년관람불가","핑크라이더","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20218739","맛좋은 소꿉친구 무삭제판","20211018","멜로/로맨스","청소년관람불가","에로핑","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20210327","다 받아주는 콜센터","20211018","멜로/로맨스","청소년관람불가","Mr.나","(주)아이피큐","(주)아이피큐","한국"
"20202753","오빠 한번 믿어봐","20211013","멜로/로맨스","청소년관람불가","김종석","너바나 필름","(주)컨텐츠 빌리지","한국"
"20194980","박강아름 결혼하다","20210819","다큐멘터리","전체관람가","박강아름","창작집단3355 (A.3355)","(주)영화사 진진","한국"
"20210604","전지적 섹스 시점 : 전.섹.시","20211012","드라마","청소년관람불가","이로운","비스킷미디어","(주)레드언더미디어","한국"
"20210290","출사모델의 성욕","20211012","성인물(에로)|드라마","청소년관람불가","핑크라이더","(주)메이크아트","(주)메이크아트","한국"
"20218452","도련님의 물건 무삭제","20211012","멜로/로맨스|드라마","청소년관람불가","신우찬","(주)영화사가을","(주)영화사가을","한국"
"20209864","동생 아내 무삭제","20211010","성인물(에로)","청소년관람불가","최찬호","(주)영화사가을","(주)영화사가을","한국"
"20210945","음란전쟁","20211006","멜로/로맨스","청소년관람불가","이동현","(주)디에이치미디어","(주)케이알씨지","한국"
"20210842","아들아, 이건 아니지!","20211005","드라마","청소년관람불가","한동호","(주)코빈커뮤니케이션즈","(주)코빈커뮤니케이션즈","한국"
"20203221","가슴 큰 친구여친 무삭제","20211002","멜로/로맨스","청소년관람불가","한대위","(주)영화사가을","(주)영화사가을","한국"
"20219096","타다: 대한민국 스타트업의 초상","20211014","다큐멘터리","전체관람가","권명국","(주)시네마틱퍼슨","(주)넥스트엔터테인먼트월드(NEW)","한국"
"20196270","싱크홀","20210811","코미디","12세이상관람가","김지훈","(주)더타워픽쳐스","(주)쇼박스","한국"
"20210384","창극 패왕별희","20210923","공연","전체관람가","우싱궈","(주)케빈앤컴퍼니","(주)케빈앤컴퍼니","한국"
"20211058","풋풋한여대생소라의신음소리","20211022","멜로/로맨스","청소년관람불가","이희성","스마일컨텐츠","스마일컨텐츠","한국"
"20210206","키스의 신","20211022","성인물(에로)|코미디","청소년관람불가","이시영","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20210798","사정의 콜센타","20211022","멜로/로맨스|드라마","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20210381","피치 오브 타임 극장판","20211021","멜로/로맨스|드라마","12세이상관람가","장의순","실크우드|(주)리틀빅픽쳐스","한양제작소|(주)리틀빅픽쳐스","한국"
"20210815","상상 특급 섹스","20211020","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20181613","슈퍼문","20210909","애니메이션|어드벤처|코미디","전체관람가","홍대영","깜보 스튜디오","예지림엔터테인먼트","한국"
"20192194","인질","20210818","액션|스릴러","15세이상관람가","필감성","(주)외유내강|(주)샘컴퍼니","(주)넥스트엔터테인먼트월드(NEW)","한국"
"20215108","용루각2: 신들의 밤","20210210","액션|미스터리|스릴러","15세이상관람가","최상훈","(주)그노스|꿀잼컴퍼니(주)","(주)그노스","한국"
"20210821","남의 여자 맛본 남편","20211019","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20209206","클라이밍","20210616","애니메이션","15세이상관람가","김혜미","한국영화아카데미","(주)트리플픽쳐스","한국"
"20196749","언더그라운드","20210819","다큐멘터리","12세이상관람가","김정근","수요일","(주)시네마달","한국"
"20210900","욕정의 고향","20211015","성인물(에로)","청소년관람불가","정지승","(주)코빈커뮤니케이션즈","(주)코빈커뮤니케이션즈","한국"
"20191785","UFO 스케치","20210304","다큐멘터리","전체관람가","김진욱","스튜디오8","(주)마노엔터테인먼트","한국"
"20190815","보이스","20210915","범죄|액션","15세이상관람가","김곡|김선","(주)수필름","(주)씨제이이엔엠","한국"
"20210341","속궁합 짝꿍","20211014","멜로/로맨스|드라마","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20218885","쇼미더고스트","20210909","코미디|공포(호러)","12세이상관람가","김은경","㈜인디스토리","㈜인디스토리","한국"
"20210789","19번가물많은여자친구-무삭제","20211013","성인물(에로)","청소년관람불가","이희성","스마일컨텐츠","스마일컨텐츠","한국"
"20210822","부적절한 삽입","20211013","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20204132","꿈꾸는 고양이","20210909","다큐멘터리","전체관람가","지원|강민현","시네마 달래","아이 엠","한국"
"20210814","뒷골목 러브호텔","20211012","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20219891","세컨드 샷","20211008","멜로/로맨스|드라마","청소년관람불가","이희성","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20209949","생각의 여름","20210812","드라마","12세이상관람가","김종재","너드 조크 필름","㈜인디스토리","한국"
"20219466","습도 다소 높음","20210901","코미디|드라마","15세이상관람가","고봉수","백지수표 주식회사|(주)빅오션이엔엠|주식회사 씨엠닉스","(주)스튜디오디에이치엘","한국"
"20209134","그대 너머에","20210909","멜로/로맨스","전체관람가","박홍민","농부영화사","농부영화사","한국"
"20218986","디스 아메리카노","20210910","드라마","15세이상관람가","권유주","주식회사 씨엠닉스","주식회사 씨엠닉스","한국"
"20219595","영화의 거리","20210916","멜로/로맨스|코미디","12세이상관람가","김민근","제작사 눈","영화배급협동조합 씨네소파","한국"
"20219544","유부녀들 : 스와핑의 맛","20210930","드라마|멜로/로맨스","청소년관람불가","김환","(주)영화사가을","(주)영화사가을","한국"
"20219931","여배우의 S스캔들","20210930","성인물(에로)|범죄","청소년관람불가","리차드 킴","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20209857","새엄마4 무삭제","20210928","성인물(에로)","청소년관람불가","최찬호","(주)영화사가을","(주)영화사가을","한국"
"20210202","밀애 2021","20210927","멜로/로맨스|드라마","청소년관람불가","김환","(주)영화사가을","(주)영화사가을","한국"
"20205287","내 여자친구의 동생 무삭제","20210926","멜로/로맨스","청소년관람불가","한대위","(주)영화사가을","(주)영화사가을","한국"
"20219829","완벽한 타인과의 섹스경험담","20210910","드라마","청소년관람불가","이로운","비스킷미디어","(주)레드언더미디어","한국"
"20219830","원나잇 라디오","20210908","드라마","청소년관람불가","이로운","비스킷미디어","(주)레드언더미디어","한국"
"20219821","세 며느리와 시아버지","20210903","드라마","청소년관람불가","이로운","비스킷미디어","(주)레드언더미디어","한국"
"20214703","해피엔딩","20210923","성인물(에로)","청소년관람불가","이동현","(주)디에이치미디어","(주)케이알씨지","한국"
"20218445","혼외정사","20210915","드라마","청소년관람불가","최성은","(주)영화사히트","(주)영화사히트","한국"
"20219636","한 침대 두 커플","20210915","성인물(에로)","청소년관람불가","맹진사","(주)담화","(주)담화","한국"
"20210459","성인용품사용설명서2 : 성인용품여사장","20210915","멜로/로맨스|드라마","청소년관람불가","강백호","(주)로드하우스","노바엔터테인먼트 ","한국"
"20218266","니꺼 내꺼 다 내꺼","20210915","성인물(에로)","청소년관람불가","캡틴김","(주)담화","(주)담화","한국"
"20218735","국제불륜","20210915","성인물(에로)","청소년관람불가","이정훈","(주)담화","(주)담화","한국"
"20201564","처남의 여자친구 무삭제","20210914","멜로/로맨스","청소년관람불가","한대위","(주)영화사가을","(주)영화사가을","한국"
"20210571","뜨거운 밤의 창가","20210927","성인물(에로)","청소년관람불가","정지승","(주)코빈커뮤니케이션즈","(주)코빈커뮤니케이션즈","한국"
"20210373","첫경험의 날","20210911","성인물(에로)","청소년관람불가","정승호","(주)제이엠로드","(주)제이엠로드","한국"
"20210389","아내의 여자","20210911","성인물(에로)","청소년관람불가","정승호","(주)제이엠로드","(주)제이엠로드","한국"
"20218388","섹탐부인","20210909","멜로/로맨스","청소년관람불가","김레이","P&미디어","P&미디어","한국"
"20210387","두자매의 섹시한 변태","20210911","성인물(에로)","청소년관람불가","정승호","(주)제이엠로드","(주)제이엠로드","한국"
"20210569","S누나","20210927","성인물(에로)","청소년관람불가","이상영","블루커뮤니케이션","(주)코빈커뮤니케이션즈","한국"
"20210711","11번가청순글래머오피스걸-무삭제","20210929","성인물(에로)","청소년관람불가","이희성","스마일컨텐츠","스마일컨텐츠","한국"
"20210201","영희와 만수의 음란스케치","20210906","성인물(에로)","청소년관람불가","정지승","(주)코빈커뮤니케이션즈","(주)코빈커뮤니케이션즈","한국"
"20219249","아는사이 무삭제판","20210906","성인물(에로)|멜로/로맨스","청소년관람불가","에로핑","비스킷미디어","(주)메이크아트","한국"
"20219286","여대생들 : 스폰을 찾아서","20210905","멜로/로맨스|드라마","청소년관람불가","신승엽","(주)영화사가을","(주)영화사가을","한국"
"20218838","처제길들이기 오리진","20210903","성인물(에로)|멜로/로맨스","청소년관람불가","패콘","주식회사 패콘","(주)룬컴퍼니","한국"
"20216067","아내의 이중생활 무삭제","20210903","멜로/로맨스|드라마","청소년관람불가","최찬호","(주)영화사가을","(주)영화사가을","한국"
"20219634","새아빠와 모녀","20210903","성인물(에로)","청소년관람불가","이하","(주)디에이치미디어","(주)디에이치미디어","한국"
"20219324","달콤한 동거","20210903","성인물(에로)","청소년관람불가","리차드 킴","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20210081","그 술집의 사정","20210903","멜로/로맨스","청소년관람불가","Mr.나","(주)아이피큐","(주)티에스앤컴퍼니","한국"
"20219126","투명한 그녀","20210902","성인물(에로)","청소년관람불가","성운아","(주)더비에스엔터테인먼트","(주)더비에스엔터테인먼트","한국"
"20201784","귀신","20210825","공포(호러)|코미디","청소년관람불가","정하용","주식회사 시네마천국","(주)스튜디오 보난자","한국"
"20205521","캐논볼","20210825","드라마|가족","12세이상관람가","정승민","디포커스필름","(주)이놀미디어","한국"
"20210176","윤율의 사내불륜","20210923","멜로/로맨스","청소년관람불가","Mr.나","(주)아이피큐","(주)아이피큐","한국"
"20210592","성인용품사용설명서3 : 젊은 여사장","20210927","멜로/로맨스|드라마","청소년관람불가","이우민","(주)로드하우스","노바엔터테인먼트 ","한국"
"20210589","69번가육덕진가정교사","20210924","멜로/로맨스","청소년관람불가","이희성","스마일컨텐츠","스마일컨텐츠","한국"
"20217174","극장판 콩순이: 장난감나라 대모험","20210505","애니메이션","전체관람가","이선명","(주)모꼬지","(주)넥스트엔터테인먼트월드(NEW)","한국"
"20219565","숲의 비명 : 사라진 사람들","20210826","공포(호러)|스릴러","15세이상관람가","전혜림","트리필름|(주)포레스트필름","트리필름","한국"
"20219306","어댑테이션","20210819","기타","15세이상관람가","","주식회사 플릭스코","주식회사 플릭스코","한국"
"20210386","아내의젊은새엄마-무삭제","20210915","멜로/로맨스","청소년관람불가","신민철","스마일컨텐츠","스마일컨텐츠","한국"
"20210169","여동생의 성교육","20210914","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20210167","순진한 새댁의 아랫도리","20210913","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20218808","며느리의 첫 정","20210910","멜로/로맨스|드라마","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20219134","룸메이트","20210910","멜로/로맨스|드라마","청소년관람불가","이희성","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20210166","광기 어린 섹스","20210910","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20210181","외로운 과부의 욕정","20210909","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20210250","잔나비 판타스틱 올드패션드 리턴즈! x 넌센스 Ⅱ","20210909","공연","전체관람가","","씨제이 씨지브이(CJ CGV)(주)","씨지브이 아이스콘","한국"
"20194915","우리는 매일매일","20210630","다큐멘터리","12세이상관람가","강유가람","영희야 놀자","㈜인디스토리","한국"
"20210340","섹스 도우미","20210907","멜로/로맨스","청소년관람불가","김동해","라이어 시네마","케이엘 픽쳐스","한국"
"20202185","방법: 재차의","20210728","미스터리|스릴러","15세이상관람가","김용완","클라이맥스 스튜디오(주)|(주)씨제이이엔엠|스튜디오 드래곤|(주)키이스트","(주)씨제이이엔엠","한국"
"20219726","묵향","20210902","공연","전체관람가","정구호","(주)케빈앤컴퍼니","(주)케빈앤컴퍼니","한국"
"20218811","첫사랑 무삭제","20210830","성인물(에로)|드라마","청소년관람불가","이시영","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20219827","별장하녀들 무삭제","20210830","성인물(에로)|드라마|범죄","청소년관람불가","패콘","주식회사 패콘","(주)룬컴퍼니","한국"
"20217364","이번엔 잘 되겠지","20210708","코미디","15세이상관람가","이승수","무진영화사","THE 픽쳐스","한국"
"20219898","19번가물많은여자친구","20210827","멜로/로맨스","청소년관람불가","이희성","스마일픽쳐스","스마일픽쳐스","한국"
"20219867","판타지 왁싱샵","20210825","멜로/로맨스","청소년관람불가","Mr.나","(주)아이피큐","(주)아이피큐","한국"
"20219549","젊은엄마 리부트","20210824","성인물(에로)","청소년관람불가","맹진사","유한회사 영화사 반딧불","유한회사 영화사 반딧불","한국"
"20219853","자유로부인의 절정시대","20210824","성인물(에로)|드라마","청소년관람불가","정지승","(주)코빈커뮤니케이션즈","(주)코빈커뮤니케이션즈","한국"
"20219635","교회누나랑 첫 여자","20210820","성인물(에로)","청소년관람불가","김성현","(주)담화","(주)담화","한국"
"20215720","여배우의 스와핑","20210819","멜로/로맨스","청소년관람불가","김종석","모히또필름","(주)컨텐츠 빌리지","한국"
"20215805","자매 돌려먹기","20210819","멜로/로맨스","청소년관람불가","김종석","컨텐츠레드","(주)컨텐츠 빌리지","한국"
"20218261","자매덮밥: 처제사냥","20210818","성인물(에로)","청소년관람불가","남정호","(주)담화","(주)담화","한국"
"20219851","아들의 첫사랑","20210818","성인물(에로)|드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20219872","새엄마지만 괜찮아","20210818","성인물(에로)|드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20219625","월세는 몸으로 낼게요 무삭제","20210814","멜로/로맨스|드라마","청소년관람불가","김환","(주)영화사가을","(주)영화사가을","한국"
"20205308","예쁜 새댁","20210814","멜로/로맨스","청소년관람불가","최찬호","(주)영화사가을","(주)영화사가을","한국"
"20219005","고추와 바나나","20210811","성인물(에로)|드라마","청소년관람불가","핑크라이더","비스킷미디어","(주)메이크아트","한국"
"20218195","보통날","20210701","드라마","15세이상관람가","이미소|박규은|김예나","주식회사 씨엠닉스","주식회사 씨엠닉스","한국"
"20219046","사랑방 손님","20210813","멜로/로맨스","청소년관람불가","최환","(주)케이알씨지","(주)케이알씨지","한국"
"20219114","동거인의 아내","20210813","성인물(에로)|멜로/로맨스","청소년관람불가","리차드 킴","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20219349","사랑인가 바","20210811","멜로/로맨스","12세이상관람가","민채연","유한회사 영화사 반딧불","유한회사 영화사 반딧불","한국"
"20219528","은밀한 무릎과 무릎사이","20210810","성인물(에로)","청소년관람불가","정지승","(주)코빈커뮤니케이션즈","(주)코빈커뮤니케이션즈","한국"
"20219550","야한동생 몸으로 울다","20210810","성인물(에로)","청소년관람불가","정지승","(주)코빈커뮤니케이션즈","(주)코빈커뮤니케이션즈","한국"
"20216331","밀애 : 외로운 형수 무삭제","20210807","멜로/로맨스|드라마","청소년관람불가","신우찬","(주)영화사가을","(주)영화사가을","한국"
"20219849","어린자매의 유혹","20210820","멜로/로맨스|드라마","청소년관람불가","이우민","(주)로드하우스","노바엔터테인먼트 ","한국"
"20216563","며느리 : 배꼽 맞춘 날","20210807","멜로/로맨스|드라마","청소년관람불가","김환","(주)영화사가을","(주)영화사가을","한국"
"20218476","나만 보이니","20210721","공포(호러)|코미디","15세이상관람가","임용재","유한회사 영화사 반딧불","(주)디스테이션","한국"
"20218259","돌려쓰기","20210805","성인물(에로)","청소년관람불가","이지훈","(주)담화","(주)담화","한국"
"19950012","죽어도 좋은 경험: 천사여 악녀가 되라","20210715","드라마|미스터리","연소자관람불가|청소년관람불가","김기영","유성영화(주)","주식회사 블루필름웍스","한국"
"20215812","구멍동서지간 무삭제","20210613","멜로/로맨스|드라마","청소년관람불가","김환","(주)영화사가을","(주)영화사가을","한국"
"20219690","밝히는자매들-무삭제","20210818","멜로/로맨스","청소년관람불가","신민철","스마일컨텐츠","스마일컨텐츠","한국"
"20219444","킬러 대물 VS 건달 대물","20210817","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20219424","불륜 유부녀와 음란한 노처녀","20210817","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20218657","놀러오세요 201호에","20210813","멜로/로맨스|드라마","청소년관람불가","이희성","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20189326","샤먼 로드","20210703","다큐멘터리","12세이상관람가","최상진","주식회사 강컨텐츠","주식회사 강컨텐츠","한국"
"20218792","요정신부","20210809","멜로/로맨스|드라마","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20215891","정브르의 동물일기","20210224","다큐멘터리","전체관람가","박동훈","(주)샌드박스네트워크","씨지브이 아이스콘","한국"
