"영화코드","영화명","개봉일","장르","관람등급","감독","제작사","배급사","국적"
"20198053","나는 나를 해고하지 않는다","20210128","드라마","12세이상관람가","이태겸","(주)홍시쥔|아트 윙","(주)영화사 진진","한국"
"20219445","일곱 여자의 섹스 동영상","20210810","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20219425","유부녀와 여대생의 섹스 촬영","20210810","성인물(에로)","청소년관람불가","강현성","(주)샤이커뮤니케이션즈","(주)샤이커뮤니케이션즈","한국"
"20199022","관계의 가나다에 있는 우리는","20210128","드라마","전체관람가","이인의","굿인스토리","(주)시네마달","한국"
"20218809","내로남불2:형수는 내 여자","20210806","멜로/로맨스|드라마","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20190469","흩어진 밤","20210624","드라마","전체관람가","김솔|이지형","(주)타이거시네마|DGC","영화배급협동조합 씨네소파","한국"
"20196759","무순, 세상을 가로질러","20210422","다큐멘터리","전체관람가","남승석","올록볼록 영화사","영화배급협동조합 씨네소파","한국"
"20218815","블랙핑크 더 무비","20210804","공연","전체관람가","정수이|오윤동","씨제이포디플렉스 주식회사","씨제이포디플렉스 주식회사","한국"
"20218981","온 더 로드","20210721","다큐멘터리","전체관람가","이재한","주식회사 스토리웍스코리아","씨지브이 아이스콘","한국"
"20219244","숙모","20210728","멜로/로맨스|드라마","청소년관람불가","이상수","영드래곤 미디어","영드래곤 미디어","한국"
"20218446","비밀방의 선물","20210728","드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20202644","패티쉬 : 흥분한 남자들 무삭제","20210726","멜로/로맨스","청소년관람불가","이종기","(주)영화사가을","(주)영화사가을","한국"
"20216981","스와핑 : 상사의 아내 2 무삭제","20210725","멜로/로맨스|드라마","청소년관람불가","김환","(주)영화사가을","(주)영화사가을","한국"
"20202469","위험한 처제","20210722","멜로/로맨스","청소년관람불가","신효성","(주)케이알씨지","(주)케이알씨지","한국"
"20219267","싸면 뭐하니?","20210721","드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20219266","벗네 마네","20210721","드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20218112","뜨거운 밤이 열리면2","20210729","성인물(에로)","청소년관람불가","김민수","(주)알앤알프로덕션","(주)알앤알프로덕션","한국"
"20194461","파이프라인","20210526","범죄","15세이상관람가","유하","(주)빅오션이엔엠","메가박스중앙(주) 플러스엠 엔터테인먼트|(주)리틀빅픽쳐스","한국"
"20203443","자매 : 탐스러운 가슴 무삭제","20210710","멜로/로맨스","청소년관람불가","한대위","(주)영화사가을","(주)영화사가을","한국"
"20219264","미호의 섹스 스캔들","20210721","드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20218861","스토퀸","20210714","멜로/로맨스","청소년관람불가","에로핑","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20218738","맛좋은 소꿉친구","20210714","멜로/로맨스","청소년관람불가","에로핑","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20216984","어쩌다 구멍동서 무삭제","20210711","멜로/로맨스|드라마","청소년관람불가","조태호","(주)영화사가을","(주)영화사가을","한국"
"20218222","한지붕 세가족3 무삭제판","20210709","멜로/로맨스","청소년관람불가","양호열","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20218221","한지붕 세가족2 무삭제판","20210709","멜로/로맨스","청소년관람불가","양호열","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20218223","위험한 삼촌들2 무삭제판","20210709","멜로/로맨스","청소년관람불가","양호열","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
"20218746","위험한 덫","20210709","멜로/로맨스","청소년관람불가","이동현","(주)디에이치미디어","(주)케이알씨지","한국"
"20218238","수상한 가정부 무삭제","20210709","멜로/로맨스","청소년관람불가","윤경식","(주)가온콘텐츠","(주)가온콘텐츠","한국"
"20218224","때려야 싼다 무삭제","20210709","멜로/로맨스","청소년관람불가","윤경식","(주)가온콘텐츠","(주)가온콘텐츠","한국"
"20218237","꽃장사 무삭제","20210709","멜로/로맨스","청소년관람불가","윤경식","(주)가온콘텐츠","(주)가온콘텐츠","한국"
"20218421","잘세우는 형수님","20210706","드라마","청소년관람불가","최성은","(주)영화사히트","(주)영화사히트","한국"
"20218468","여자 간병인 무삭제","20210704","멜로/로맨스|드라마","청소년관람불가","김환","(주)영화사가을","(주)영화사가을","한국"
"20218734","논두렁 엘프","20210702","성인물(에로)","청소년관람불가","캡틴김","(주)담화","(주)담화","한국"
"20218240","여고괴담 여섯번째 이야기 : 모교","20210617","미스터리|공포(호러)","15세이상관람가","이미영","(주)씨네이천","(주)케이티알파|씨제이 씨지브이(CJ CGV)(주)","한국"
"20219054","11번가청순글래머오피스걸","20210723","성인물(에로)","청소년관람불가","이희성","스마일컨텐츠","스마일컨텐츠","한국"
"20219321","오피스 섹스 2021","20210723","멜로/로맨스","청소년관람불가","김호","(주)디어프로덕션","(주)디어프로덕션","한국"
"20218447","앞집여자 길들이기","20210701","드라마","청소년관람불가","최성은","(주)영화사히트","(주)영화사히트","한국"
"20219053","보험왕의특별한마사지-무삭제","20210721","멜로/로맨스","청소년관람불가","신민철","스마일컨텐츠","스마일컨텐츠","한국"
"20218016","썰","20210603","코미디|스릴러|미스터리|공포(호러)","청소년관람불가","황승재","(주)에이디사공육","(주)스마일이엔티","한국"
"20201786","좀비크러쉬: 헤이리","20210630","코미디|액션","15세이상관람가","장현상","게이트6","필름다빈","한국"
"20218810","지인의 노랑꽃","20210719","멜로/로맨스|드라마","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20200303","저승보다 낯선","20210630","드라마","15세이상관람가","여균동","우사유필름","(주)스튜디오 보난자","한국"
"20199563","포겟 미 낫-엄마에게 쓰는 편지","20210603","다큐멘터리","12세이상관람가","신선희","(주)민치앤필름","커넥트픽쳐스(주)","한국"
"20218964","배달의 목적","20210713","멜로/로맨스|드라마","청소년관람불가","이우민","(주)로드하우스","노바엔터테인먼트 ","한국"
"20217103","열아홉","20210630","드라마","15세이상관람가","우경희","K'arts","(주)리틀빅픽쳐스","한국"
"20192696","발신제한","20210623","스릴러|액션","15세이상관람가","김창주","(주)티피에스컴퍼니|(주)씨제이이엔엠","(주)씨제이이엔엠","한국"
"20186649","라이브 하드","20210225","드라마","15세이상관람가","황욱","키치스 프로덕션","(주)드림팩트엔터테인먼트","한국"
"20218354","사위는 내 남친","20210709","멜로/로맨스|드라마","청소년관람불가","윤준세","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20198161","미드나이트","20210630","스릴러","15세이상관람가","권오승","(주)페퍼민트앤컴퍼니","씨제이 씨지브이(CJ CGV)(주)","한국"
"20218859","아이돌 승하의 19금 AV를 찍자","20210705","멜로/로맨스","청소년관람불가","김호","(주)디어프로덕션","(주)디어프로덕션","한국"
"20217892","식물카페, 온정","20210624","기타","전체관람가","최창환","유엠아이웍스 주식회사","유엠아이웍스 주식회사","한국"
"20218467","일탈아내","20210702","성인물(에로)|드라마|멜로/로맨스","청소년관람불가","리차드 킴","(주)룬컴퍼니","(주)룬컴퍼니","한국"
"20218720","아내의젊은새엄마","20210702","멜로/로맨스","청소년관람불가","신민철","스마일컨텐츠","스마일컨텐츠","한국"
"20218753","섹스인형 : 그녀의 온도","20210701","멜로/로맨스|드라마","청소년관람불가","김동기","(주)디에이치미디어","(주)디에이치미디어","한국"
"20203549","성적은 크기순이 아니잖아 - 무삭제판","20210630","멜로/로맨스","청소년관람불가","김종석","컨텐츠레드","(주)컨텐츠 빌리지","한국"
"20218744","주부들의 육체 비밀","20210629","성인물(에로)|드라마","청소년관람불가","야신수","(주)이십일세기미디어","(주)이십일세기미디어","한국"
"20215522","남편대신 도련님 무삭제","20210627","멜로/로맨스|드라마","청소년관람불가","한영희","(주)영화사가을","(주)영화사가을","한국"
"20218712","이웃집 아내를 탐하다","20210622","드라마","청소년관람불가","최성은","(주)영화사히트","(주)영화사히트","한국"
"20216104","육체의 맛 무삭제","20210622","멜로/로맨스|드라마","청소년관람불가","한영희","(주)영화사가을","(주)영화사가을","한국"
"20218708","바람난 와이프","20210622","드라마","청소년관람불가","최성은","(주)영화사히트","(주)영화사히트","한국"
"20218628","우리 바꿔서 할래요?","20210618","멜로/로맨스","청소년관람불가","김감독","(주)더레드엔터테인먼트","(주)더레드엔터테인먼트","한국"
"20218589","달콤한 처제 무삭제","20210616","성인물(에로)","청소년관람불가","최성은","윤스","윤스","한국"
"20218456","어쩌다 하룻밤","20210615","드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20218474","싸네 마네","20210614","드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20218745","장미의 전쟁","20210628","성인물(에로)","청소년관람불가","전성기","주식회사 바나나픽쳐스","주식회사 바나나픽쳐스","한국"
"20217926","야한 아내:남편 친구 맛보기 무삭제판","20210628","멜로/로맨스|드라마","청소년관람불가","이희성","(주)영진크리에이티브","(주)영진크리에이티브","한국"
"20218598","비트클럽","20210628","성인물(에로)","청소년관람불가","전성기","주식회사 바나나픽쳐스","주식회사 바나나픽쳐스","한국"
"20218469","구해줘! 원나잇","20210614","드라마","청소년관람불가","이로운","(주)영화사히트","(주)영화사히트","한국"
"20218264","자꾸 나만 먹어","20210611","성인물(에로)","청소년관람불가","맹진사","(주)담화","(주)담화","한국"
"20218013","한지붕 세가족3","20210610","멜로/로맨스|코미디","청소년관람불가","양호열","(주)라온컴퍼니플러스","(주)가온콘텐츠","한국"
